Id,Hashed_Context,Pronoun,Position,Candidate_Antecedent,Manual Evaluation,Predicate,Antecedent_Role,Pronoun_Role,SRL_Match,Predicate_Distance
205-it-0,The RLCS software shall initialize each control unit and device sensor as it#0is identified.,it,12,The RLCS software,A,initialize,ARG0,ARGM-TMP,0,0
205-it-0,The RLCS software shall initialize each control unit and device sensor as it#0is identified.,it,12,each control unit,A,initialize,ARG1,ARGM-TMP,0,0
205-it-0,The RLCS software shall initialize each control unit and device sensor as it#0is identified.,it,12,each control unit and device sensor,A,initialize,ARG1,ARGM-TMP,0,0
205-it-0,The RLCS software shall initialize each control unit and device sensor as it#0is identified.,it,12,device sensor,A,initialize,ARG1,ARGM-TMP,0,0
206-their-0,"The devices can be manually controlled/operated from their#0cabinets (e.g."": Gates).""",their,9,The devices,UA,operated,ARG1,ARGM-DIR,0,0
207-its-0,"The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its#0closed state after hours.",its,25,The normal operating mode,UA,be,ARG1,ARGM-PRP,0,14
207-its-0,"The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its#0closed state after hours.",its,25,Friday,UA,be,ARG2,ARGM-PRP,0,14
207-its-0,"The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its#0closed state after hours.",its,25,the system,UA,be,ARG1,ARGM-PRP,0,0
207-its-0,"The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its#0closed state after hours.",its,25,order,UA,be,ARGM-PRP,ARGM-PRP,1,0
208-its-0,If the supervision is performed by a RBCÂ itÂ shall be possible to prevent movements of a traction unit in its#0area if not authorised by the RBC.,its,22,the supervision,A,be,ARGM-ADV,ARG1,0,0
208-its-0,If the supervision is performed by a RBCÂ itÂ shall be possible to prevent movements of a traction unit in its#0area if not authorised by the RBC.,its,22,itÂ,A,be,ARGM-MOD,ARG1,0,0
208-its-0,If the supervision is performed by a RBCÂ itÂ shall be possible to prevent movements of a traction unit in its#0area if not authorised by the RBC.,its,22,movements,A,be,ARG1,ARG1,1,0
208-its-0,If the supervision is performed by a RBCÂ itÂ shall be possible to prevent movements of a traction unit in its#0area if not authorised by the RBC.,its,22,a traction unit,A,be,ARG1,ARG1,1,0
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,request,UA,have,ARGM-CAU,ARG1,0,0
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,the RBC,UA,have,ARGM-CAU,ARG1,0,0
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,the driver,UA,have,ARG0,ARG1,1,0
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,the possibility,UA,have,ARG1,ARG1,1,0
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,the track,UA,have,ARG1,ARG1,1,0
210-it-0,If the release speed is calculated on board it#0shall ensure that the train will stop before reaching the danger point.,it,8,the release speed,A,ensure,ARGM-ADV,ARG0,0,0
210-it-0,If the release speed is calculated on board it#0shall ensure that the train will stop before reaching the danger point.,it,8,board,A,ensure,ARGM-ADV,ARG0,0,0
211-him-0,"Within the braking curve area, a warning shall be given to the driver to enable him#0to react and avoid intervention from ETCS equipment at least 5 sec before the intervention.",him,16,the braking curve area,UA,given,ARGM-LOC,ARGM-PRP,0,0
211-him-0,"Within the braking curve area, a warning shall be given to the driver to enable him#0to react and avoid intervention from ETCS equipment at least 5 sec before the intervention.",him,16,a warning,UA,given,ARG1,ARGM-PRP,0,0
211-him-0,"Within the braking curve area, a warning shall be given to the driver to enable him#0to react and avoid intervention from ETCS equipment at least 5 sec before the intervention.",him,16,the driver,UA,given,ARG2,ARGM-PRP,0,0
212-it-0,If a train cannot stop at the proposed new target location it#0shall reject the request and keep the old target location.,it,12,a train,A,reject,ARGM-ADV,ARG0,0,0
212-it-0,If a train cannot stop at the proposed new target location it#0shall reject the request and keep the old target location.,it,12,the proposed new target location,A,reject,ARGM-ADV,ARG0,0,0
213-its-0,The train may proceed unrestricted to the end of its#0movement authority.,its,9,The train,UA,proceed,ARG1,ARGM-TMP,0,0
213-its-0,The train may proceed unrestricted to the end of its#0movement authority.,its,9,the end,UA,proceed,ARGM-EXT,ARGM-TMP,0,0
214-it-0,"If the text message facility is implemented, it#0shall not interfere with the ability of users to make or receive high priority voice or data calls.",it,8,the text message facility,UA,interfere,ARGM-ADV,ARG0,0,0
215-it-0,"Where fax functionality is provided, it#0shall be possible to interrupt the fax to make or receive a high priority voice or data call.",it,6,fax functionality,A,provided,ARG1,O,0,-1
216-it-0,"If the train moves out of the call area whilst the call is in progress, it#0will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.",it,16,the train,A,leave,ARGM-ADV,ARG0,0,0
216-it-0,"If the train moves out of the call area whilst the call is in progress, it#0will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.",it,16,the call area,A,leave,ARGM-ADV,ARG0,0,0
216-it-0,"If the train moves out of the call area whilst the call is in progress, it#0will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.",it,16,the call,A,leave,ARGM-ADV,ARG0,0,0
216-it-0,"If the train moves out of the call area whilst the call is in progress, it#0will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.",it,16,progress,A,leave,ARGM-ADV,ARG0,0,0
217-it-1,It should be possible for the Cab radio to be used without the network service (if it#1should fail or if there is no authorised network coverage) such that local open channel communications are still possible.,it,17,the Cab radio,A,be,ARG1,ARG1,1,0
217-it-1,It should be possible for the Cab radio to be used without the network service (if it#1should fail or if there is no authorised network coverage) such that local open channel communications are still possible.,it,17,the network service,A,be,ARG1,ARG1,1,0
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,a national railway,UA,cancel,ARG0,ARGM-TMP,0,65
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,a handheld portable,UA,cancel,ARG1,ARGM-TMP,0,65
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,the Cab radio,UA,cancel,ARG0,ARGM-TMP,0,48
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,a clear indication,UA,cancel,ARG1,ARGM-TMP,0,48
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,an interface,UA,cancel,ARG1,ARGM-TMP,0,32
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,use,UA,cancel,ARG1,ARGM-TMP,0,32
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,the handheld portable,UA,cancel,ARGM-TMP,ARGM-TMP,1,14
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,any call forwarding,UA,cancel,ARG1,ARGM-TMP,0,0
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,the configuration,UA,power,ARG1,ARGM-MNR,0,23
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,the time,UA,power,ARGM-TMP,ARGM-MNR,0,23
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,t minutes,UA,power,O,ARGM-MNR,0,-1
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,the MMI,UA,power,ARG0,ARGM-MNR,0,0
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,the same configuration,UA,power,ARGM-MNR,ARGM-MNR,1,0
220-it-0,The design of the equipment shall make it#0possible to install it within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,it,7,The design,A,make,ARG0,ARG1,1,0
220-it-0,The design of the equipment shall make it#0possible to install it within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,it,7,the equipment,A,make,ARG0,ARG1,1,0
220-it-1,The design of the equipment shall make it possible to install it#1within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,it,11,The design,A,make,ARG0,ARG1,1,0
220-it-1,The design of the equipment shall make it possible to install it#1within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,it,11,the equipment,A,make,ARG0,ARG1,1,0
221-it-0,"After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it#0was unable to connect the call.",it,22,the 30 second period,UA,provide,ARGM-TMP,ARG1,0,0
221-it-0,"After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it#0was unable to connect the call.",it,22,the connection,UA,provide,ARGM-ADV,ARG1,0,0
221-it-0,"After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it#0was unable to connect the call.",it,22,the system,UA,provide,ARG0,ARG1,1,0
221-it-0,"After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it#0was unable to connect the call.",it,22,another audible and visual indication,UA,provide,ARG1,ARG1,1,0
222-it-0,"For post-incident analysis, it#0is important that the origination and reception of railway# emergency calls by mobiles is confirmed by a message sent to a ground-based central location (and also recorded in the on-train recording device).""",it,6,post-incident analysis,A,is,ARGM-ADV,O,0,-1
223-it-0,"Throughout the duration of the shunting group call, it#0shall be possible for any member of the shunting group to speak to all other members of the group, using the PTT function (as described in sections 5.2.2.53, 6.2.2.12 and 7.2.2.20), except during transmission of the link assurance signal.",it,9,the duration,A,be,ARGM-TMP,O,0,-1
223-it-0,"Throughout the duration of the shunting group call, it#0shall be possible for any member of the shunting group to speak to all other members of the group, using the PTT function (as described in sections 5.2.2.53, 6.2.2.12 and 7.2.2.20), except during transmission of the link assurance signal.",it,9,the shunting group call,A,shunting,V,O,0,-1
224-our-0,"300ms represents our#0current best estimate of the QoS figure, although this will need to be confirmed through user trials.",our,2,300ms,A,represents,ARG0,ARG1,1,0
225-it-0,Each authority can decide whether it#0wishes to use synchronised BTSs.,it,5,Each authority,UA,decide,ARG0,ARG1,1,0
226-it-0,The network shall terminate the ongoing VGCS/VBS call if it#0receives the 3-digit sequence â€œ***â€ transmitted via DTMF signals.,it,11,The network,A,terminate,ARG0,ARGM-ADV,0,0
226-it-0,The network shall terminate the ongoing VGCS/VBS call if it#0receives the 3-digit sequence â€œ***â€ transmitted via DTMF signals.,it,11,the ongoing VGCS/VBS call,A,terminate,ARG1,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,The network,A,send,ARG0,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,the SET-PARAMETER message,A,send,ARG1,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,the attribute,A,send,ARG1,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,â€œD,A,send,ARG1,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,ATT,A,send,ARG1,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,Tâ€1,A,send,ARG1,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,[EN,A,send,ARG1,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,the mobile station,A,send,ARG2,ARGM-ADV,0,0
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,the talking subscriber,A,send,ARG2,ARGM-ADV,0,0
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,the network,A,indicate,ARGM-TMP,ARG0,0,0
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,the 3-digit DTMF sequence,A,indicate,ARGM-TMP,ARG0,0,0
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,DTMF,A,indicate,ARGM-TMP,ARG0,0,0
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,a controller terminal,A,indicate,ARGM-TMP,ARG0,0,0
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,the controller,A,indicate,ARGM-ADV,ARG0,0,0
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,the network,A,indicate,ARGM-TMP,ARG1,0,0
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,the 3-digit DTMF sequence,A,indicate,ARGM-TMP,ARG1,0,0
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,DTMF,A,indicate,ARGM-TMP,ARG1,0,0
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,a controller terminal,A,indicate,ARGM-TMP,ARG1,0,0
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,the controller,A,indicate,ARGM-ADV,ARG1,0,0
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,The network,A,send,ARG0,ARGM-ADV,0,0
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,the SET-PARAMETER message,A,send,ARG1,ARGM-ADV,0,0
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,the attribute,A,send,ARG1,ARGM-ADV,0,0
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,â€œD,A,send,ARG1,ARGM-ADV,0,0
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,ATT,A,send,ARG1,ARGM-ADV,0,0
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,[EN,A,send,ARG1,ARGM-ADV,0,0
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,the mobile,A,send,ARG2,ARGM-ADV,0,0
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,the talking subscriber,A,send,ARG2,ARGM-ADV,0,0
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,the railway specific standards,UA,re,ARG1,ARGM-PRP,0,0
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,Pre,UA,re,ARG2,ARGM-PRP,0,20
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,-,UA,re,ARG2,ARGM-PRP,0,20
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,standards,UA,re,ARG2,ARGM-PRP,0,20
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,ENV,UA,re,ARG2,ARGM-PRP,0,20
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,prEN,UA,re,ARG2,ARGM-PRP,0,20
231-its-0,Each of the other cabs on the train will be contacted using its#0functional number (registered by the other drivers prior to the establishment of the call).,its,12,the other cabs,A,contacted,ARG1,ARGM-MNR,0,0
231-its-0,Each of the other cabs on the train will be contacted using its#0functional number (registered by the other drivers prior to the establishment of the call).,its,12,the train,A,contacted,ARG1,ARGM-MNR,0,0
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,registration,UA,calling,O,ARG1,0,-1
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,the mobile,UA,calling,O,ARG1,0,-1
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,the MSISDN,UA,calling,ARG1,ARG1,1,0
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,the MSISDN or the Engine or Coach number,UA,calling,ARG1,ARG1,1,0
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,the Engine or Coach number,UA,calling,ARG1,ARG1,1,0
233-he-0,The Cab radio system shall provide a means for the driver to terminate established calls which he#0is authorised to terminate.,he,16,The Cab radio system,UA,provide,ARG0,ARG1,1,0
233-he-0,The Cab radio system shall provide a means for the driver to terminate established calls which he#0is authorised to terminate.,he,16,a means,UA,provide,ARG1,ARG1,1,0
233-he-0,The Cab radio system shall provide a means for the driver to terminate established calls which he#0is authorised to terminate.,he,16,the driver,UA,provide,ARG1,ARG1,1,0
233-he-0,The Cab radio system shall provide a means for the driver to terminate established calls which he#0is authorised to terminate.,he,16,established calls,UA,provide,ARG1,ARG1,1,0
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,The Digitalhome programmable Appliance Manager,A,provide,ARG0,ARGM-MNR,0,0
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,management,A,provide,ARG1,ARGM-MNR,0,0
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,a homeâ€™s small appliances,A,provide,ARG1,ARGM-MNR,0,0
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,lighting units,A,provide,ARG1,ARGM-MNR,0,0
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,a user,A,provide,ARGM-MNR,ARGM-MNR,1,0
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,the product,A,designed,ARGM-ADV,ARGM-MNR,0,0
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,this document,A,designed,ARGM-ADV,ARGM-MNR,0,0
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,a â€œprototypeâ€ version,A,designed,ARGM-ADV,ARGM-MNR,0,0
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,all modules,A,designed,ARG1,ARGM-MNR,0,0
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,all modules and components,A,designed,ARG1,ARGM-MNR,0,0
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,components,A,designed,ARG1,ARGM-MNR,0,0
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,this prototype version,A,designed,ARG1,ARGM-MNR,0,0
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,such a manner,A,designed,ARGM-MNR,ARGM-MNR,1,0
