Id,Hashed_Context,Pronoun,Position,Candidate_Antecedent,Manual Evaluation
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,this prototype version,A
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,such a manner,A
236-their-0,The Digitalhome System shall provide users with online documentation about the Digitalhome system installed in their#0home.,their,15,users,UA
236-their-0,The Digitalhome System shall provide users with online documentation about the Digitalhome system installed in their#0home.,their,15,online documentation,UA
236-their-0,The Digitalhome System shall provide users with online documentation about the Digitalhome system installed in their#0home.,their,15,the Digitalhome system,UA
237-its-0,"The FCP shall, if the NEFU ICP fails to send its#0ICP Ready signal, mask out that ICP, but continue to use the NE.16.""",its,11,The FCP,UA
237-its-0,"The FCP shall, if the NEFU ICP fails to send its#0ICP Ready signal, mask out that ICP, but continue to use the NE.16.""",its,11,the NEFU,UA
237-its-0,"The FCP shall, if the NEFU ICP fails to send its#0ICP Ready signal, mask out that ICP, but continue to use the NE.16.""",its,11,ICP,UA
238-it-0,Each rate group has some number of tasks associated with it#0and it also has a rate for those tasks.,it,10,Each rate group,UA
238-it-0,Each rate group has some number of tasks associated with it#0and it also has a rate for those tasks.,it,10,some number,UA
238-it-0,Each rate group has some number of tasks associated with it#0and it also has a rate for those tasks.,it,10,tasks,UA
238-it-1,Each rate group has some number of tasks associated with it and it#1also has a rate for those tasks.,it,12,Each rate group,UA
238-it-1,Each rate group has some number of tasks associated with it and it#1also has a rate for those tasks.,it,12,some number,UA
238-it-1,Each rate group has some number of tasks associated with it and it#1also has a rate for those tasks.,it,12,tasks,UA
239-its-0,The enabled tasks are then unblocked at the rate given in its#0associated rate group.,its,11,The enabled tasks,A
239-its-0,The enabled tasks are then unblocked at the rate given in its#0associated rate group.,its,11,the rate,A
240-itself-0,An API call is available for the task to call to block itself#0when it is finished with its cyclic processing.,itself,12,An API call,A
240-itself-0,An API call is available for the task to call to block itself#0when it is finished with its cyclic processing.,itself,12,the task,A
240-it-1,An API call is available for the task to call to block itself when it#1is finished with its cyclic processing.,it,14,An API call,A
240-it-1,An API call is available for the task to call to block itself when it#1is finished with its cyclic processing.,it,14,the task,A
240-its-2,An API call is available for the task to call to block itself when it is finished with its#2cyclic processing.,its,18,An API call,A
240-its-2,An API call is available for the task to call to block itself when it is finished with its#2cyclic processing.,its,18,the task,A
241-it-0,There is up to a full major frame from notification of an impending mode change to acting on it#0in minor frame 0 of the next major frame plus the time it takes during the next minor frame 0 to switch tasking.,it,18,a full major frame,A
241-it-0,There is up to a full major frame from notification of an impending mode change to acting on it#0in minor frame 0 of the next major frame plus the time it takes during the next minor frame 0 to switch tasking.,it,18,notification,A
241-it-0,There is up to a full major frame from notification of an impending mode change to acting on it#0in minor frame 0 of the next major frame plus the time it takes during the next minor frame 0 to switch tasking.,it,18,an impending mode change,A
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,a full major frame,A
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,notification,A
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,an impending mode change,A
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,minor frame,A
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,the next major frame,A
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,the next major frame plus the time,A
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,the time,A
242-its-0,"The scheduler shall execute cyclic tasks, providing an API call to allow the application to block until its#0next iteration.",its,18,The scheduler,A
242-its-0,"The scheduler shall execute cyclic tasks, providing an API call to allow the application to block until its#0next iteration.",its,18,cyclic tasks,A
242-its-0,"The scheduler shall execute cyclic tasks, providing an API call to allow the application to block until its#0next iteration.",its,18,an API call,A
242-its-0,"The scheduler shall execute cyclic tasks, providing an API call to allow the application to block until its#0next iteration.",its,18,the application,A
243-their-0,"The scheduler shall give tasks priority values according to their#0rate - the higher the rate, the higher the priority.",their,9,The scheduler,A
243-their-0,"The scheduler shall give tasks priority values according to their#0rate - the higher the rate, the higher the priority.",their,9,tasks priority values,A
244-it-0,The scheduler shall provide a mechanism to inform a task when it#0did not complete during the previous frame and restart it at the beginning of the task.,it,11,The scheduler,A
244-it-0,The scheduler shall provide a mechanism to inform a task when it#0did not complete during the previous frame and restart it at the beginning of the task.,it,11,a mechanism,A
244-it-0,The scheduler shall provide a mechanism to inform a task when it#0did not complete during the previous frame and restart it at the beginning of the task.,it,11,a task,A
244-it-1,The scheduler shall provide a mechanism to inform a task when it did not complete during the previous frame and restart it#1at the beginning of the task.,it,21,The scheduler,A
244-it-1,The scheduler shall provide a mechanism to inform a task when it did not complete during the previous frame and restart it#1at the beginning of the task.,it,21,a mechanism,A
244-it-1,The scheduler shall provide a mechanism to inform a task when it did not complete during the previous frame and restart it#1at the beginning of the task.,it,21,a task,A
244-it-1,The scheduler shall provide a mechanism to inform a task when it did not complete during the previous frame and restart it#1at the beginning of the task.,it,21,the previous frame,A
245-their-0,All tasks in rate groups and their#0corresponding schedules for all vehicle modes will be setup at system initialization.,their,6,All tasks,A
245-their-0,All tasks in rate groups and their#0corresponding schedules for all vehicle modes will be setup at system initialization.,their,6,rate groups,A
245-their-0,All tasks in rate groups and their#0corresponding schedules for all vehicle modes will be setup at system initialization.,their,6,rate groups and their corresponding schedules,A
246-their-0,Tasks in a rate group must suspend on a scheduler API call at the top of their#0execution loop.,their,16,Tasks,UA
246-their-0,Tasks in a rate group must suspend on a scheduler API call at the top of their#0execution loop.,their,16,a rate group,UA
246-their-0,Tasks in a rate group must suspend on a scheduler API call at the top of their#0execution loop.,their,16,a scheduler API call,UA
246-their-0,Tasks in a rate group must suspend on a scheduler API call at the top of their#0execution loop.,their,16,the top,UA
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,hardware exceptions,A
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,hardware exceptions and reserved exceptions,A
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,reserved exceptions,A
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,the FTSS,A
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,the error type,A
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,the error type and its context data,A
248-them-0,Messages are addressed with a global unique communication identifier that routes them#0to the appropriate virtual group (VG) and socket.,them,11,Messages,UA
248-them-0,Messages are addressed with a global unique communication identifier that routes them#0to the appropriate virtual group (VG) and socket.,them,11,a global unique communication,UA
249-they-0,This restriction does NOT apply to the ICPs since they#0are running as simplex VGs.,they,9,This restriction,UA
249-they-0,This restriction does NOT apply to the ICPs since they#0are running as simplex VGs.,they,9,the ICPs,UA
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,FTSS,A
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,a babbling NE,A
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,a babbling NE or ICP,A
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,ICP,A
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,40 milliseconds,A
251-they-0,Synchronous message passing sockets shall queue outgoing messages until they#0are transmitted at frame boundaries.,they,9,Synchronous message,A
251-they-0,Synchronous message passing sockets shall queue outgoing messages until they#0are transmitted at frame boundaries.,they,9,sockets,A
251-they-0,Synchronous message passing sockets shall queue outgoing messages until they#0are transmitted at frame boundaries.,they,9,outgoing messages,A
252-they-0,Pipes may be opened by multiple receiving tasks if they#0are created with the broadcast capability; otherwise they may only be opened by one receiving task.,they,9,Pipes,A
252-they-0,Pipes may be opened by multiple receiving tasks if they#0are created with the broadcast capability; otherwise they may only be opened by one receiving task.,they,9,multiple receiving tasks,A
252-they-1,Pipes may be opened by multiple receiving tasks if they are created with the broadcast capability; otherwise they#1may only be opened by one receiving task.,they,18,Pipes,A
252-they-1,Pipes may be opened by multiple receiving tasks if they are created with the broadcast capability; otherwise they#1may only be opened by one receiving task.,they,18,multiple receiving tasks,A
252-they-1,Pipes may be opened by multiple receiving tasks if they are created with the broadcast capability; otherwise they#1may only be opened by one receiving task.,they,18,the broadcast capability,A
253-their-0,"Communication services shall provide the capability to create pipes which ""broadcast"" their#0messages to all virtual groups.""""",their,13,Communication services,A
253-their-0,"Communication services shall provide the capability to create pipes which ""broadcast"" their#0messages to all virtual groups.""""",their,13,the capability,A
253-their-0,"Communication services shall provide the capability to create pipes which ""broadcast"" their#0messages to all virtual groups.""""",their,13,pipes,A
254-it-0,"If the broadcast option is used, each virtual group should open the pipe and read from it#0to avoid flow control problems.",it,17,the broadcast option,A
254-it-0,"If the broadcast option is used, each virtual group should open the pipe and read from it#0to avoid flow control problems.",it,17,each virtual group,A
254-it-0,"If the broadcast option is used, each virtual group should open the pipe and read from it#0to avoid flow control problems.",it,17,the pipe,A
255-its-0,The application software shall have the capability to reset a permanently failed channel to its#0initial recovery state.,its,14,The application software,A
255-its-0,The application software shall have the capability to reset a permanently failed channel to its#0initial recovery state.,its,14,the capability,A
255-its-0,The application software shall have the capability to reset a permanently failed channel to its#0initial recovery state.,its,14,a permanently failed channel,A
256-it-0,Redundancy Management picks up where it#0left off in these attempts.,it,5,Redundancy Management,UA
